,distr-focus,own-focus,office-focus,own-distr,office-distr,office-own
0,-0.0044125683060109305,-0.0010792349726775965,-0.0029690346083788687,0.003333333333333334,0.0014435336976320618,-0.0018897996357012722
1,0.008365209471766851,0.004476320582877965,-0.012413479052823313,-0.003888888888888886,-0.020778688524590163,-0.016889799635701277
2,-0.003857012750455373,-0.013301457194899818,-0.009913479052823315,-0.009444444444444445,-0.006056466302367941,0.0033879781420765023
3,0.01058743169398907,0.003920765027322399,-0.00019125683060109214,-0.006666666666666671,-0.010778688524590163,-0.004112021857923491
4,0.0033652094717668557,0.011976320582877974,-0.0021357012750455318,0.008611111111111118,-0.0055009107468123875,-0.014112021857923505
5,-0.00635701275045537,-0.000523679417122034,-0.019635701275045533,0.005833333333333336,-0.013278688524590162,-0.019112021857923496
6,-0.01566256830601092,-0.027607012750455365,-0.03171903460837886,-0.011944444444444445,-0.01605646630236794,-0.004112021857923498
7,-0.024968123861566487,0.003920765027322411,-0.025469034608378873,0.028888888888888898,-0.0005009107468123869,-0.029389799635701284
8,0.008642987249544626,0.020309653916211295,0.018419854280510017,0.011666666666666669,0.009776867030965392,-0.0018897996357012774
9,-0.032468123861566486,-0.03413479052823315,-0.03574681238615665,-0.0016666666666666663,-0.003278688524590164,-0.0016120218579234976
10,,,,,,
